Topic,Words,Frequency,Timestamp
79,"r4fusvhm6k, daddy, atte, writes, orders",2,2023-05-03
80,"bathe, bathed, bath, fetching, fdqi7qnuiu",7,2023-05-03
81,"oreo, oreos, postressss, n19ksld0ac, cookies",5,2023-05-03
82,"uruguayan, moroy, argentinian, argentina, dulce",3,2023-05-03
83,"churros, dulce, de, leche, churro",8,2023-05-03
84,"ujmpuctijd, ig7lpphc2p, ttp5jma6kt, eyelets, cilantro",3,2023-05-03
85,"0qrkje93nf, minowwtkdu, najaj, lgldbwpfz5, lajsjs",10,2023-05-03
86,"strawberry, milkshake, foro10, giyuajsmc4, nayaa",9,2023-05-03
87,"breakfast, vy2p5ijz7g, arepa, nprqxfwt1h, 4d2dxeqcqm",7,2023-05-03
88,"lpm, ssshhhhhhempiens, xbqynoyw3w, mmgva, lrpm",6,2023-05-03
89,"smell, smells, svkzo3ts3o, azo7yjrczb, smelled",6,2023-05-03
90,"rt, if, want, see, you",12,2023-05-03
91,"sirens, siren, melanie, drink, opened",2,2023-05-03
92,"soy, columbia, bicep, ferment, thesis",6,2023-05-03
93,"delicious, r160piuplo, wvvv8ulaqr, cpqvrn86hk, rueutdw1ae",8,2023-05-03
94,"kmm6gbz3ct, bb, kisses, mmm, mommy",1,2023-05-03
95,"cheese, crust, w9yomrrboi, vecchia, valsassina",3,2023-05-03
96,"sleep, asleep, glass, naturcalm, zelesc4q56",5,2023-05-03
97,"bread, ue8nt6nqi4, ucjzrqkjua, tonis, cheddar",3,2023-05-03
98,"eggs, egg, zrdr3ohthh, ihhpulkza7, 7fffscuhsw",6,2023-05-03
99,"yogurt, legitimate, good, made, productolácteo",8,2023-05-03
100,"bread, butter, dulce, de, leche",7,2023-05-03
101,"marcos, julieta, chungos, cl7bvowgyr, sibylina",5,2023-05-03
102,"cold, glass, ye0ekighgv, hkfsxckwi9, cwfynqxw5t",6,2023-05-03
103,"kill, myself, pudding, rice, want",22,2023-05-03
104,"overdosing, whole, drinking, drink, again",9,2023-05-03
105,"his, vhdlz8hbwl, crq3izkkzw, xljcoar4ut, her",3,2023-05-03
106,"spilled, cry, over, crying, 774noc39xg",8,2023-05-03
107,"drink, vkuextczyb, qrciul1d2o, djrcmaqp46, ptkd71vtjr",5,2023-05-03
108,"rico, af62m8kb5k, suq1c0poxo, upeu7peb2c, yjigg7hlot",8,2023-05-03
109,"papi, hasta, mami, fuck, diaz_dave1993",5,2023-05-03
110,"insinuate, stared, girl, growing, whiter",3,2023-05-03
111,"lick, feet, demonssouls, bordeaux, ps5",4,2023-05-03
112,"frother, automatic, machine, amazon, philips",9,2023-05-03
113,"hot, kbcqr3yxdj, 5ldlqklnkv, xdxd, mames",5,2023-05-03
114,"2ncmdswquz, rococo, 8hqm36sr87, nctzen, monologue",3,2023-05-03
117,"expired, expiration, printed, crooked, date",2,2023-05-03
118,"tiger, pjxebbjqcp, 13gcdfdsfr, 1ptdvfwscj, 046",6,2023-05-03
119,"cuckold, qadxsbtxpi, culototee, viiiiva, soq9hqnkyv",4,2023-05-03
120,"açaí, acai, shaken, smoothie, banana",5,2023-05-03
121,"cappuccino, whipped, syrup, frapcorn, 7nq37kcp6e",4,2023-05-03
122,"shaken, 0cf9pi4gzy, friozin, coffee, guineo",4,2023-05-03
123,"poop, pooping, gnom, kypf140dgu, iuuuuk",7,2023-05-03
124,"banana, abhs1aarcb, a9ukudeqy9, bananas, clark",4,2023-05-03
-1,"milk, and, the, https, co",1844,2023-05-04
0,"farmers, price, 000, of, liters",272,2023-05-04
1,"coffee, with, milk, drink, toast",162,2023-05-04
2,"rice, pudding, grandmother, made, my",76,2023-05-04
3,"healthy, lifestyle, diet, life, eating",75,2023-05-04
4,"bad, people, what, are, milk",60,2023-05-04
5,"hit, crashed, car, should, have",94,2023-05-04
6,"bad, barco, he, team, boca",87,2023-05-04
7,"latte, croissants, ordered, at, myself",77,2023-05-04
8,"breastfeeding, human, breast, donation, bank",16,2023-05-04
9,"asturian, asturias, asturiana, women, race",45,2023-05-04
10,"penalty, beaten, hit, goalkeeper, goal",93,2023-05-04
11,"gay, cum, cumtribute, sex, juevesdeseduxxxión",41,2023-05-04
12,"beat, beats, nothing, beaten, paints",34,2023-05-04
13,"lactose, free, intolerant, stomach, hurts",37,2023-05-04
14,"chocolate, vanilla, fresh, addicted, arly",21,2023-05-04
15,"cereal, cereals, first, then, before",27,2023-05-04
16,"almond, ecomil, notmilk, cereal, milk",20,2023-05-04
17,"cock, dick, suck, my, mouth",28,2023-05-04
18,"video, videos, rt, onlyfans, my",30,2023-05-04
19,"pump, pumping, pumps, pumped, my",20,2023-05-04
20,"milkshake, boyfriend, juku8qltd7, dlipk18kym, mineirísima",18,2023-05-04
21,"people, bad, envious, person, be",26,2023-05-04
22,"he, him, his, tuoadf2qht, pelaitooos",15,2023-05-04
23,"condensed, bonappétit, strawberries, z4o9fepzgn, ingredients",20,2023-05-04
24,"wants, want, who, changote, dbz0ifmkd6",16,2023-05-04
26,"shaken, shake, unnoticed, shaking, kkkkk",28,2023-05-04
27,"physical, change, flavia, medina, survivors",18,2023-05-04
28,"shake, protein, shakes, weight, muscle",22,2023-05-04
29,"cow, titratable, acidity, cows, buffalo",17,2023-05-04
30,"dulce, de, leche, lu, 4viabuhj6h",14,2023-05-04
31,"painted, as, cow, bad, is",21,2023-05-04
32,"father, baby, mother, mom, she",14,2023-05-04
33,"mala, leche, chilean, bitch, la",25,2023-05-04
34,"ass, fill, nwhwq8kdw1, jqqqpw6nlx, dvdswzo1oc",10,2023-05-04
35,"sisters, brothers, brother, sister, h2m3s9msj5",17,2023-05-04
36,"leche, una, makeamovieorshowsweet, hcv9bnth1t, jtgqqfkn4c",11,2023-05-04
37,"her, she, d0xlfendxr, jn26xqyrt7, g5mzfosysy",11,2023-05-04
38,"ice, cream, dulce, de, leche",11,2023-05-04
39,"dulce, de, leche, wkgzrjgokw, nlcrhcr40h",9,2023-05-04
40,"skin, gusto, miravia, dolce, coupon",11,2023-05-04
41,"change, physical, perseverance, proud, body",13,2023-05-04
42,"record, broken, broke, records, security",18,2023-05-04
43,"rich, f53qd40zsv, how, ass, directions",16,2023-05-04
44,"cake, dulce, de, leche, cakes",13,2023-05-04
45,"con, café, cafe, leche, jana",16,2023-05-04
46,"face, mouth, fill, makeup, x9nmzfnciy",12,2023-05-04
47,"fill, fills, with, filled, eskxxuo2qo",14,2023-05-04
48,"powdered, wwoooohhh, k2qcqfdgrd, fcy9xvgceb, eats",8,2023-05-04
49,"telegram, channel, subscribe, group, private",12,2023-05-04
50,"oat, oatmeal, oats, jjajajsjaaj, vpige4vlal",13,2023-05-04
51,"blackberry, facistoid, tghkbgg9tb, g7u5q0xjlv, reocchan",5,2023-05-04
52,"goose, vvriioo5iv, bvjabik3zv, de1al3yefr, ap64gsxjfo",12,2023-05-04
53,"out, get, qpr8cae7xt, ihhtmnikgu, ft8ne9vpmy",18,2023-05-04
54,"hooker, hookers, little, her, son",21,2023-05-04
55,"tea, oggihj8lil, bcaa, boldo, teapot",7,2023-05-04
56,"pancakes, gnom, dulce, de, leche",8,2023-05-04
57,"paddling, dulce, de, paddle, leche",9,2023-05-04
58,"hahahah, kitten, bimirprb5u, cherub, njedhnr1s1",3,2023-05-04
59,"tank, tanks, water, zmoxoukg3o, daang",9,2023-05-04
60,"as, really, say, cow, bad",12,2023-05-04
62,"birthday, lots, your, lot, on",11,2023-05-04
63,"white, colored, whiter, tan, risen",11,2023-05-04
64,"h4dqsprlkq, riqkdxcbsw, yxjnougohv, anfe9moe2s, 7xdrtrh0es",6,2023-05-04
65,"teeth, baby, tooth, aw74ymi6jm, nv1upy51ox",8,2023-05-04
66,"tits, jz1qr8zdmb, g6lceyqa3b, s8ronkzjzk, gretrogamer",8,2023-05-04
67,"smoothie, green, fruit, melon, refreshing",13,2023-05-04
68,"strawberry, hendery, minecraft, potion, strawberries",10,2023-05-04
69,"dulce, de, spoons, leche, spoonful",16,2023-05-04
70,"mood, bad, 2izyftd5fa, qtkb4tf5tv, gael",9,2023-05-04
71,"cookies, cookie, glass, 𝟗𝟒, cookiesona",13,2023-05-04
72,"arroz, con, uoh, leche, sudden",11,2023-05-04
73,"rzhvshr79i, impalpable, sugars, alfajores, sugar",2,2023-05-04
74,"coconut, ryk6pcmzsx, silkargentina, u8attib568, gracies",7,2023-05-04
75,"breakfast, salad, banana, cheese, izote",5,2023-05-04
76,"croissants, coffee, 72844edrby, burrito, order",7,2023-05-04
77,"tweet, twitter, tweets, swifities, gpsh4gqipw",6,2023-05-04
78,"swallow, spit, nackkukdqu, sfyxbt8f7v, zyqm2g2hk6",7,2023-05-04
79,"daddy, give, daughterdadtaboo, sjeqos6qji, zpirx5v7ao",8,2023-05-04
80,"bath, bathed, bathe, ivjjqe6zab, nacq8yau6o",8,2023-05-04
81,"oreo, oreos, cookie, soak, an",6,2023-05-04
82,"chris, pratt, argentina, argentinian, dulce",19,2023-05-04
83,"churros, friar, dulce, de, leche",6,2023-05-04
84,"much, 24k, esquisus, akun3iujx6, rzisnor5m0",8,2023-05-04
85,"kjjjj, jsjsjsjs, jakshaksjsj, hajsjsjsjsjsjs, glszkeyrwl",11,2023-05-04
86,"strawberry, milkshake, ib49nkigdl, myself, mortar",6,2023-05-04
87,"breakfast, zsfm7fiuo0, kinnie, vd1y2yp6gc, beatles",7,2023-05-04
88,"lpm, bpm, what, bad, quiroz",12,2023-05-04
89,"smell, smells, nhcvygltu1, 1li6liqdy9, esyfzekofh",8,2023-05-04
90,"rt, fesnmammaz, cvpiacak6i, eejsfb0gli, huulg0bbnl",7,2023-05-04
91,"sirens, siren, aiq1bmvjg2, 8jcdaktani, h20",3,2023-05-04
92,"soy, step, oti5ov8it4, omchea5lsl, qvf2twyub4",6,2023-05-04
93,"delicious, rwti6iqfrq, dntvw3j8b3, bordados, m5jxh2ypnx",4,2023-05-04
94,"bb, kisses, wherever, mommy, stjf1stwoi",6,2023-05-04
96,"glass, pbotj0uhtu, matestitched, nejijaswka, sleep",5,2023-05-04
97,"bread, superselectos, vgwisvkvpu, kusuzz6jte, kywx01nvkc",9,2023-05-04
98,"eggs, egg, pprmyqfsue, psychoanalyst, dg2bj99ho5",9,2023-05-04
99,"yogurt, b0uu1loje1, 3zxgy9yzx2, milkaout, ipkd5f0qlw",5,2023-05-04
100,"bread, dulce, toast, de, leche",6,2023-05-04
101,"marcos, yshdqcplqf, thon9lopiu, kedqwfb1yj, respectjungkook",3,2023-05-04
102,"cold, mwhxdivwtq, kau7randan, dorayakis, glass",4,2023-05-04
103,"kill, myself, pudding, rice, want",8,2023-05-04
104,"drink, whole, 20ergh1smd, 9m3uvggmla, ooooooooo",9,2023-05-04
105,"his, her, he, hermes, softly",10,2023-05-04
106,"spilled, urc4oebpkj, cry, over, cemetery",4,2023-05-04
107,"drink, 7srkmw1jwr, pasense, gj47ikzmlr, eksvugx4cu",6,2023-05-04
108,"rico, vecina, qszdpc8r2u, ou3fp25g6d, vichononimo",6,2023-05-04
109,"mi, elvie, en, que, ix7vb1eruo",8,2023-05-04
110,"memories, evidence, answered, cried, 7h1eb65la9",5,2023-05-04
111,"lick, 8usytwasek, v0mas5lydv, fetichistepied, 39qau0czw6",3,2023-05-04
112,"frother, automatic, electric, amazon, maker",7,2023-05-04
113,"hot, btoh2cei6c, fnogvra8lw, 62wfz99kvf, klk",4,2023-05-04
114,"movie, amazing, plot, gum6u2jcwh, 29uxjbaeds",7,2023-05-04
115,"butter, dulce, de, leche, peanut",53,2023-05-04
117,"expired, served, ago, tried, drink",4,2023-05-04
118,"tiger, peru, iafo2siesl, oqnya2erxg, drqupvn9ol",6,2023-05-04
119,"cuckold, chcy3mbw1z, 4nksp6utyd, penetrated, hotter",2,2023-05-04
120,"açaí, telemarketing, iypkwp3mlz, stramberry, ys18c2ml7b",5,2023-05-04
121,"cappuccino, capuccino, cappuccinos, lattes, clowns",3,2023-05-04
122,"takuto, shaken, shake, coffee, zen3qn10yz",7,2023-05-04
123,"poop, adlkjnalsasdakjsda, gutjjzutrl, vmiikeyl4r, hmw1k9fiif",2,2023-05-04
124,"banana, a9ukudfonh, conchetumareeee, bananas, common",4,2023-05-04
-1,"and, milk, to, the, me",1885,2023-05-05
0,"farmers, of, the, price, in",225,2023-05-05
1,"coffee, with, milk, drink, and",175,2023-05-05
2,"pudding, rice, mom, cinnamon, craving",85,2023-05-05
3,"healthy, lifestyle, diet, health, eating",85,2023-05-05
4,"bad, people, what, are, milk",64,2023-05-05
5,"hit, crashed, car, should, have",70,2023-05-05
6,"bad, play, they, football, player",58,2023-05-05
7,"latte, matcha, myself, cold, warm",62,2023-05-05
8,"breast, breastfeeding, donation, frascotón, babies",22,2023-05-05
9,"asturian, asturias, lletres, asturiana, literature",65,2023-05-05
10,"penalty, beaten, team, hit, ball",25,2023-05-05
11,"gay, edomexxxgay, cum, funny_mxxx, cumshot",42,2023-05-05
12,"beat, beats, nothing, beaten, up",31,2023-05-05
13,"lactose, free, intolerant, tummy, whole",40,2023-05-05
14,"chocolate, fresh, chocokrispis, vanilla, nut",20,2023-05-05
15,"cereal, cereals, first, comes, bowl",36,2023-05-05
16,"almond, coffee, tastes, almonds, milk",33,2023-05-05
17,"dick, cock, my, cocks, penis",37,2023-05-05
18,"video, videos, photos, rt, full",27,2023-05-05
19,"pump, pumping, pumped, my, who",33,2023-05-05
20,"milkshake, ordered, 8p3tgpnpvu, qatdn0d8ui, gjvai91bzi",28,2023-05-05
21,"people, bad, person, comments, how",27,2023-05-05
22,"he, his, him, envido, bgv1p1r3y7",24,2023-05-05
23,"condensed, recipe, cake, strawberries, malt",22,2023-05-05
24,"want, 4eccvqy88l, kiat8jwwka, w0ly61hwmi, nwuntcpvfg",16,2023-05-05
26,"shaken, shake, unnoticed, shaking, up",27,2023-05-05
27,"physical, change, his, shocking, after",25,2023-05-05
28,"shake, protein, shakes, muscle, workout",25,2023-05-05
29,"cows, cow, horses, calf, give",14,2023-05-05
30,"dulce, de, leche, sds, twitteroff",18,2023-05-05
31,"painted, as, cow, bad, is",21,2023-05-05
32,"baby, pediatrician, breast, father, breastfeeding",20,2023-05-05
33,"mala, leche, inoperative, son, wretch",15,2023-05-05
34,"ass, fill, little, cikxpvpdja, ptg829gl02",16,2023-05-05
35,"brothers, sisters, brother, sister, little",14,2023-05-05
36,"leche, kyx22z5urf, b6xyjcw7t4, sxzto1ns72, kip71inb3e",16,2023-05-05
37,"her, she, mlh4oiqukf, pwuh9guo1h, ro6lg8oqxe",14,2023-05-05
38,"ice, cream, dulce, de, leche",11,2023-05-05
39,"dulce, de, leche, arequipe, cough",9,2023-05-05
40,"sun, skin, amazon, ml, kg",13,2023-05-05
41,"physical, change, mental, photos, year",27,2023-05-05
42,"record, broken, records, ngc, broke",11,2023-05-05
43,"rich, richest, her, how, she",14,2023-05-05
44,"cake, fried, dulce, cakes, de",33,2023-05-05
45,"con, café, cafe, leche, coric",15,2023-05-05
46,"face, mouth, your, fill, my",19,2023-05-05
47,"fill, filled, with, zxkagki8se, vcnz77tceh",18,2023-05-05
48,"powdered, klim, currency, faxes, pdg",10,2023-05-05
49,"telegram, channel, content, encuentrogaymty, group",8,2023-05-05
50,"oat, oatmeal, cinnamon, yum, 16l2jyzoah",11,2023-05-05
51,"he, him, coffee, milkshake, his",24,2023-05-05
52,"pomio, lgfjdrgdev, ycy0hvp3es, lf4uxbwjnm, n65dpthral",11,2023-05-05
53,"out, m7rkdmvki0, fsz3y4gmyn, opstziuwsp, lashes",7,2023-05-05
54,"hooker, hookers, little, her, lady",9,2023-05-05
55,"tea, aswmlbqfdh, black, bae, dunkin",9,2023-05-05
56,"pancakes, dulce, de, leche, señorrr",14,2023-05-05
57,"paddling, dulce, de, leche, paddle",12,2023-05-05
58,"kitten, cat, kittens, cats, give",14,2023-05-05
59,"tank, water, tanks, hot, ta35xofckm",12,2023-05-05
60,"as, really, say, cow, bad",13,2023-05-05
61,"mlx7d47hpj, sobar, brides, culotte, bounce",1,2023-05-05
62,"birthday, lots, your, on, slea255lno",10,2023-05-05
63,"white, privilege, black, hxtgyh8ndg, wcx07t8mek",8,2023-05-05
64,"friday, morning, 4ao6iz3mgu, 3fetbj8dmo, qpt5yvjgwj",8,2023-05-05
65,"teeth, baby, tooth, e0ar14k3sg, xhoastbojn",10,2023-05-05
66,"tits, clubswingeruio, jovyffdbr6, m4otktih1f, wvyfpclf1g",6,2023-05-05
67,"smoothie, banana, green, cup, fruit",14,2023-05-05
68,"strawberry, juice, 6qfuccdvuc, spectacularrreeee, zfiokbhxko",9,2023-05-05
69,"spoonfuls, spoonful, dulce, de, jar",11,2023-05-05
70,"mood, bad, 9zjo71zscb, wander, hades",5,2023-05-05
71,"cookies, i5kopnr8vu, ogwrcgjm2n, danonido, nkgqyokbhl",11,2023-05-05
72,"arroz, con, leche, gt, quesadilla",15,2023-05-05
74,"coconut, 6rzerhuvjn, mocca, valdez, dishes",6,2023-05-05
75,"supermarket, granola, cream, meal, crumbly",7,2023-05-05
76,"croissants, coffee, croissant, amna7ho5cn, ooooohh",11,2023-05-05
77,"twitter, pasilla, hachepe, srfuefiphn, zogua13uct",6,2023-05-05
78,"swallow, bwxawchobm, buqz7w1edc, kvmfe5pm9m, itwzrn1stg",8,2023-05-05
79,"daddy, give, your, csgbkx3zj5, rksm1nklvf",11,2023-05-05
80,"bathed, ot11rbxoug, mw0iw6o5ps, xumfppng9d, lfxr36vee6",4,2023-05-05
81,"oreo, oreos, cookies, bbnxjpceoj, anaju",7,2023-05-05
82,"argentinian, pratt, chris, dulce, argentina",15,2023-05-05
83,"churros, churro, dulce, de, leche",12,2023-05-05
84,"dawson, prot, lbs, rofck2tfye, 2914",1,2023-05-05
85,"oqgwfun3xs, ht8yxewx5g, jbzaag6cmb, jajajajajajajajajaja, lottie",10,2023-05-05
86,"strawberry, milkshake, bcnfch5huc, uduogueqmz, hahahahahahahahaakakakak",7,2023-05-05
87,"breakfast, ddjulkj7rs, satubjbyoc, si6preioo6, bodrcgprr3",10,2023-05-05
88,"lpm, oficialcap, gwicidvw4n, bad, bpm",7,2023-05-05
89,"smelled, smell, smells, jpdeit8wcc, minho",4,2023-05-05
90,"rt, hmnc9pzrlx, xcdsszb6xu, 5mewtyuse1, kdemfz24zy",6,2023-05-05
91,"sirens, pyv4c7zqfy, driink, drink, from",3,2023-05-05
92,"soy, pzrldbc5kl, fxiljoazy0, ufyezmvczx, 4adiybrb5g",9,2023-05-05
93,"delicious, 3ruuoogyyj, qbvud06fwb, vvjqghsnay, axzigoliml",4,2023-05-05
94,"bb, mommy, kisses, wherever, favorite",5,2023-05-05
95,"cheese, quesos, sheep, villasilos, queso",7,2023-05-05
96,"sleep, goodnight, bed, onesies, nvdk16futw",5,2023-05-05
97,"bread, vq4smxchbo, pames, bimbo, mérida",4,2023-05-05
98,"eggs, ywwavqu0xo, pw0wfojhs0, x2vu5cxxq4, opwvge3x65",6,2023-05-05
99,"yogurt, yogulino, avoided, yogurts, yield",3,2023-05-05
100,"xscvp2rmr0, tj5a3qeykr, homies, butter, dulce",3,2023-05-05
101,"marcos, grmlvplgjb, aplopetic, dr1erpihjs, w4yds3dpy8",4,2023-05-05
102,"cold, qziueunk3x, v1ebubixer, b6bspksm1a, glass",5,2023-05-05
103,"kill, myself, pudding, rice, want",6,2023-05-05
104,"u0idh5vyq4, ures, dagger, thirty, drink",4,2023-05-05
105,"her, 0kocptcasf, wd11k54eux, ydi43nctk8, his",3,2023-05-05
106,"cry, spilled, vfzowx9h8e, jongdae, over",3,2023-05-05
107,"drink, loser, sm9tj1tgo2, 433xeq6mvu, zx5evtwfrq",10,2023-05-05
108,"rico, xktkn8zoj2, piurano, sitones, cibxrlgryb",4,2023-05-05
109,"elche, mami, papi, orders, wzesmkigf5",7,2023-05-05
110,"ella, bedbugs, interrupting, niña, bar",3,2023-05-05
111,"lick, shcr4r0wic, fvejmfowqe, 54oqk1fzgy, nzcbbjzmzz",6,2023-05-05
112,"jug, frother, machine, espresso, scale",3,2023-05-05
113,"hot, tudqbkvlmn, omilu55dza, chatcumlouder, tlbq19rfsh",6,2023-05-05
114,"theme, ep, movie, names, lakebottom",5,2023-05-05
115,"butter, dulce, de, leche, peanut",36,2023-05-05
116,"lnq57l8yz6, lecche, dame, boot, giblets",1,2023-05-05
117,"expired, expiration, snnyqsy7yu, baraka, uhl9bizsjz",6,2023-05-05
118,"tiger, waiter, jaormyszn4, inca, kola",4,2023-05-05
119,"cuckold, wife, her, hotwife, fv7uqw8e29",7,2023-05-05
120,"açaí, shaken, jjooxgvqv4, rocinha, empada",6,2023-05-05
121,"cappuccino, capuccino, mocha, whipped, almond",8,2023-05-05
122,"shaken, shaked, coffee, exists, prepare",4,2023-05-05
123,"poop, pooping, cundgfaajy, czj9qedhiv, jessuuuuuuss",4,2023-05-05
124,"banana, tempest, bananas, paletitaaaaas, 형섭",4,2023-05-05
-1,"and, milk, the, to, it",1721,2023-05-06
0,"of, production, the, in, dairy",120,2023-05-06
1,"coffee, with, milk, breakfast, and",109,2023-05-06
2,"pudding, rice, mom, made, my",73,2023-05-06
3,"healthy, diet, lifestyle, life, eating",59,2023-05-06
4,"bad, people, what, can, milk",65,2023-05-06
5,"hit, car, crashed, had, head",57,2023-05-06
6,"bad, madrid, boca, they, team",49,2023-05-06
7,"latte, matcha, croissants, breakfast, free",43,2023-05-06
8,"breast, babies, donate, lactanciamaterna, donation",14,2023-05-06
9,"asturian, asturias, language, asturiana, the",33,2023-05-06
10,"penalty, fluminense, beaten, game, team",15,2023-05-06
11,"gay, cum, femboys, sex, ass",39,2023-05-06
12,"beat, beats, nothing, beaten, up",30,2023-05-06
13,"lactose, free, intolerant, stomach, hurts",30,2023-05-06
14,"chocolate, chocomilk, fresh, white, vanilla",26,2023-05-06
15,"cereal, cereals, first, mutis, deli",17,2023-05-06
16,"almond, almonds, soy, anadenadie, milk",34,2023-05-06
17,"cock, dick, want, my, penis",33,2023-05-06
18,"video, videos, rt, see, full",25,2023-05-06
19,"pump, pumping, pumped, my, someone",25,2023-05-06
20,"milkshake, marcela, ângela, gga1olr2wu, bx0duh33zh",20,2023-05-06
21,"bad, people, person, life, how",20,2023-05-06
22,"he, his, him, out, harry",24,2023-05-06
23,"condensed, scrape, ice, popsicles, popsicle",21,2023-05-06
24,"wants, want, give, who, https",24,2023-05-06
26,"shaken, shaking, shake, unnoticed, kkkkkk",26,2023-05-06
27,"physical, change, fito, years, incredible",14,2023-05-06
28,"shake, protein, weight, lose, gym",24,2023-05-06
29,"cow, calf, buying, gives, calves",15,2023-05-06
30,"dulce, de, leche, h1f4rx6cra, nxvl3v8wap",18,2023-05-06
31,"painted, as, cow, bad, pvg5ssvhhg",21,2023-05-06
32,"baby, breast, breastfeeding, ameeee, tempra",11,2023-05-06
33,"mala, leche, la, 3kz6vr2n9j, checkin",14,2023-05-06
34,"ass, fill, full, leave, my",20,2023-05-06
35,"brother, brothers, sisters, sister, flacaygordibuena",12,2023-05-06
36,"leche, tres, hznqfvtk6z, keqzridu08, amala",23,2023-05-06
37,"her, she, continued, deserves, un8q6yzlhy",14,2023-05-06
38,"ice, cream, dulce, de, leche",17,2023-05-06
39,"panacota, praline, dulce, de, leche",1,2023-05-06
40,"bars, h9igb7vvdf, ojvjusmd11, rkqc8flj9o, myzvnbsifn",5,2023-05-06
41,"change, physical, months, proud, am",15,2023-05-06
42,"record, broken, records, broke, bugatti",11,2023-05-06
43,"rich, mmmmgh, how, x8jb9ncnhj, z0ljtnmotp",12,2023-05-06
44,"cake, fried, dulce, cakes, de",25,2023-05-06
45,"con, café, cafe, gt, leche",9,2023-05-06
46,"face, mouth, fill, your, f1uocukpbz",15,2023-05-06
47,"fill, tranverga, tjt1b3xc94, mbqfvfz5ny, 9qpov3d1h8",12,2023-05-06
48,"powdered, 8e61ov2kv0, nzk76ummlb, finance, robbed",3,2023-05-06
49,"telegram, tk, group, content, available",10,2023-05-06
50,"oat, oatmeal, oats, wpaompubsf, ivobck81ed",14,2023-05-06
51,"he, havgz1qrgi, mikha, jahsjsjhs, fdntkcjxfb",7,2023-05-06
52,"wljzgcul4y, qdc7xohyli, fmiejkkqcl, nsfiplrcat, puoaqp7crp",12,2023-05-06
53,"out, dgr5ma4auj, nswltphqgh, phd4pgzf5o, wh7vtqp1ns",7,2023-05-06
54,"hooker, hookers, superficial, 9ccqteu4px, nokyvt7r6g",10,2023-05-06
55,"tea, 8qkycgnfwp, buzp2xxwiw, zmycvnuka7, chirrepeco",11,2023-05-06
56,"pancakes, dulce, de, leche, mates",8,2023-05-06
57,"paddling, dulce, paddle, rowing, de",8,2023-05-06
58,"cat, kitten, feline, kittens, she",8,2023-05-06
59,"tank, water, tanks, 4lod1buvci, 88uiixccgt",9,2023-05-06
60,"as, really, say, cow, e9y31hv9mz",12,2023-05-06
62,"birthday, lots, on, lot, qph28jlqf4",9,2023-05-06
63,"white, whiter, racism, plush, than",17,2023-05-06
64,"morning, sunday, good, rojerío, 2h2nsutfgx",9,2023-05-06
65,"baby, teeth, tooth, butterflies, loose",10,2023-05-06
